,volts,amps,power,rctpower,linefreq,sysstatus,timestamp,M_ID,cycle
17880,121.55,3.48,409.5,87.6,59970,01100000_00110010,0.010962247848510742,_M_00004,1
17881,121.55,3.48,409.5,87.6,59970,01100000_00110010,0.02301955223083496,_M_00004,1
17882,121.59,3.424,402.7,87.1,59970,01100000_00110010,0.03986620903015137,_M_00004,1
17883,121.59,3.424,402.7,87.1,59970,01100000_00110010,0.05682659149169922,_M_00004,1
17884,121.59,3.424,402.7,87.1,59970,01100000_00110010,0.07175946235656738,_M_00004,1
17885,121.59,3.424,402.7,87.1,59970,01100000_00110010,0.08970046043395996,_M_00004,1
17886,121.57,3.463,407.6,87.2,59970,01100000_00110010,0.1066436767578125,_M_00004,1
17887,121.57,3.463,407.6,87.2,59970,01100000_00110010,0.1225895881652832,_M_00004,1
17888,121.57,3.463,407.6,87.2,59970,01100000_00110010,0.13953566551208496,_M_00004,1
17889,121.57,3.463,407.6,87.2,59970,01100000_00110010,0.1564781665802002,_M_00004,1
17890,121.57,3.469,408.3,87.9,60020,01100000_00110010,0.1724231243133545,_M_00004,1
17891,121.57,3.469,408.3,87.9,60020,01100000_00110010,0.1883692741394043,_M_00004,1
17892,121.57,3.469,408.3,87.9,60020,01100000_00110010,0.20630836486816406,_M_00004,1
17893,121.57,3.469,408.3,87.9,60020,01100000_00110010,0.2232515811920166,_M_00004,1
17894,121.55,3.449,405.7,88.1,59994,01100000_00110010,0.23919987678527832,_M_00004,1
17895,121.55,3.449,405.7,88.1,59994,01100000_00110010,0.25614309310913086,_M_00004,1
17896,121.55,3.449,405.7,88.1,59994,01100000_00110010,0.2720911502838135,_M_00004,1
17897,121.55,3.449,405.7,88.1,59994,01100000_00110010,0.2890331745147705,_M_00004,1
17898,121.59,3.44,404.8,88.1,59970,01100000_00110010,0.30597615242004395,_M_00004,1
17899,121.59,3.44,404.8,88.1,59970,01100000_00110010,0.32300853729248047,_M_00004,1
17900,121.59,3.44,404.8,88.1,59970,01100000_00110010,0.3388662338256836,_M_00004,1
17901,121.59,3.44,404.8,88.1,59970,01100000_00110010,0.35581088066101074,_M_00004,1
17902,121.57,3.48,409.6,86.9,59970,01100000_00110010,0.372753381729126,_M_00004,1
17903,121.57,3.48,409.6,86.9,59970,01100000_00110010,0.3896973133087158,_M_00004,1
17904,121.57,3.48,409.6,86.9,59970,01100000_00110010,0.40664172172546387,_M_00004,1
17905,121.57,3.48,409.6,86.9,59970,01100000_00110010,0.42258644104003906,_M_00004,1
17906,121.59,3.436,404.2,87.4,59970,01100000_00110010,0.43854284286499023,_M_00004,1
17907,121.59,3.436,404.2,87.4,59970,01100000_00110010,0.4554862976074219,_M_00004,1
17908,121.59,3.436,404.2,87.4,59970,01100000_00110010,0.4724400043487549,_M_00004,1
17909,121.59,3.436,404.2,87.4,59970,01100000_00110010,0.4883866310119629,_M_00004,1
17910,121.55,3.48,409.5,87.3,59970,01100000_00110010,0.5053303241729736,_M_00004,1
17911,121.55,3.48,409.5,87.3,59970,01100000_00110010,0.5222733020782471,_M_00004,1
17912,121.55,3.48,409.5,87.3,59970,01100000_00110010,0.5392239093780518,_M_00004,1
17913,121.55,3.48,409.5,87.3,59970,01100000_00110010,0.5551636219024658,_M_00004,1
17914,121.57,3.43,403.6,87.1,59994,01100000_00110010,0.5721132755279541,_M_00004,1
17915,121.57,3.43,403.6,87.1,59994,01100000_00110010,0.5891590118408203,_M_00004,1
17916,121.57,3.43,403.6,87.1,59994,01100000_00110010,0.6061022281646729,_M_00004,1
17917,121.57,3.43,403.6,87.1,59994,01100000_00110010,0.6220488548278809,_M_00004,1
17918,121.55,3.476,409.0,88.1,60020,01100000_00110010,0.6400096416473389,_M_00004,1
17919,121.55,3.476,409.0,88.1,60020,01100000_00110010,0.6559391021728516,_M_00004,1
17920,121.55,3.476,409.0,88.1,60020,01100000_00110010,0.6728804111480713,_M_00004,1
17921,121.55,3.476,409.0,88.1,60020,01100000_00110010,0.6889104843139648,_M_00004,1
17922,121.57,3.451,406.1,87.4,59994,01100000_00110010,0.7058663368225098,_M_00004,1
17923,121.57,3.451,406.1,87.4,59994,01100000_00110010,0.7217590808868408,_M_00004,1
17924,121.57,3.451,406.1,87.4,59994,01100000_00110010,0.7396566867828369,_M_00004,1
17925,121.57,3.451,406.1,87.4,59994,01100000_00110010,0.7556030750274658,_M_00004,1
17926,121.55,3.471,408.5,86.8,59970,01100000_00110010,0.7735490798950195,_M_00004,1
17927,121.55,3.471,408.5,86.8,59970,01100000_00110010,0.7894947528839111,_M_00004,1
17928,121.55,3.471,408.5,86.8,59970,01100000_00110010,0.8064448833465576,_M_00004,1
17929,121.55,3.471,408.5,86.8,59970,01100000_00110010,0.8234663009643555,_M_00004,1
17930,121.57,3.421,402.5,86.6,59970,01100000_00110010,0.8393428325653076,_M_00004,1
17931,121.57,3.421,402.5,86.6,59970,01100000_00110010,0.856269359588623,_M_00004,1
17932,121.57,3.421,402.5,86.6,59970,01100000_00110010,0.8732094764709473,_M_00004,1
17933,121.57,3.421,402.5,86.6,59970,01100000_00110010,0.8891561031341553,_M_00004,1
17934,121.53,3.461,406.9,88.0,59970,01100000_00110010,0.9060995578765869,_M_00004,1
17935,121.53,3.461,406.9,88.0,59970,01100000_00110010,0.9221310615539551,_M_00004,1
17936,121.53,3.461,406.9,88.0,59970,01100000_00110010,0.939171314239502,_M_00004,1
17937,121.53,3.461,406.9,88.0,59970,01100000_00110010,0.9549376964569092,_M_00004,1
17938,121.57,3.44,404.9,86.2,59994,01100000_00110010,0.971961498260498,_M_00004,1
17939,121.57,3.44,404.9,86.2,59994,01100000_00110010,0.9889061450958252,_M_00004,1
17940,121.57,3.44,404.9,86.2,59994,01100000_00110010,1.0058562755584717,_M_00004,1
17941,121.57,3.44,404.9,86.2,59994,01100000_00110010,1.0217134952545166,_M_00004,1
17942,121.53,3.459,406.9,87.6,60020,01100000_00110010,1.03873872756958,_M_00004,1
17943,121.53,3.459,406.9,87.6,60020,01100000_00110010,1.0556812286376953,_M_00004,1
17944,121.53,3.459,406.9,87.6,60020,01100000_00110010,1.0725431442260742,_M_00004,1
17945,121.53,3.459,406.9,87.6,60020,01100000_00110010,1.0892155170440674,_M_00004,1
17946,121.57,3.449,405.8,86.8,59994,01100000_00110010,1.1057093143463135,_M_00004,1
17947,121.57,3.449,405.8,86.8,59994,01100000_00110010,1.1225380897521973,_M_00004,1
17948,121.57,3.449,405.8,86.8,59994,01100000_00110010,1.1391940116882324,_M_00004,1
17949,121.57,3.449,405.8,86.8,59994,01100000_00110010,1.1558325290679932,_M_00004,1
17950,121.55,3.417,401.9,87.1,59970,01100000_00110010,1.1728370189666748,_M_00004,1
17951,121.55,3.417,401.9,87.1,59970,01100000_00110010,1.1890809535980225,_M_00004,1
17952,121.55,3.417,401.9,87.1,59970,01100000_00110010,1.2057855129241943,_M_00004,1
17953,121.55,3.417,401.9,87.1,59970,01100000_00110010,1.2224600315093994,_M_00004,1
17954,121.57,3.44,404.6,87.7,59970,01100000_00110010,1.2394139766693115,_M_00004,1
17955,121.57,3.44,404.6,87.7,59970,01100000_00110010,1.256326675415039,_M_00004,1
17956,121.57,3.44,404.6,87.7,59970,01100000_00110010,1.2723641395568848,_M_00004,1
17957,121.57,3.44,404.6,87.7,59970,01100000_00110010,1.2901158332824707,_M_00004,1
17958,121.59,3.449,405.9,87.2,60020,01100000_00110010,1.3059258460998535,_M_00004,1
17959,121.59,3.449,405.9,87.2,60020,01100000_00110010,1.3225607872009277,_M_00004,1
17960,121.59,3.449,405.9,87.2,60020,01100000_00110010,1.3392386436462402,_M_00004,1
17961,121.59,3.449,405.9,87.2,60020,01100000_00110010,1.3557605743408203,_M_00004,1
17962,121.57,3.422,402.4,87.3,60020,01100000_00110010,1.3724586963653564,_M_00004,1
17963,121.57,3.422,402.4,87.3,60020,01100000_00110010,1.3891310691833496,_M_00004,1
17964,121.57,3.422,402.4,87.3,60020,01100000_00110010,1.4057602882385254,_M_00004,1
17965,121.57,3.422,402.4,87.3,60020,01100000_00110010,1.4224493503570557,_M_00004,1
17966,121.61,3.457,406.7,88.6,59970,01100000_00110010,1.4389338493347168,_M_00004,1
17967,121.61,3.457,406.7,88.6,59970,01100000_00110010,1.4567320346832275,_M_00004,1
17968,121.61,3.457,406.7,88.6,59970,01100000_00110010,1.4723172187805176,_M_00004,1
17969,121.61,3.457,406.7,88.6,59970,01100000_00110010,1.4889967441558838,_M_00004,1
17970,121.61,3.438,404.6,86.5,59970,01100000_00110010,1.505134105682373,_M_00004,1
17971,121.61,3.438,404.6,86.5,59970,01100000_00110010,1.5228850841522217,_M_00004,1
17972,121.61,3.438,404.6,86.5,59970,01100000_00110010,1.539339542388916,_M_00004,1
17973,121.61,3.438,404.6,86.5,59970,01100000_00110010,1.5556845664978027,_M_00004,1
17974,121.61,3.413,401.6,86.9,59970,01100000_00110010,1.5723819732666016,_M_00004,1
17975,121.61,3.413,401.6,86.9,59970,01100000_00110010,1.58901047706604,_M_00004,1
17976,121.61,3.413,401.6,86.9,59970,01100000_00110010,1.6056745052337646,_M_00004,1
17977,121.61,3.413,401.6,86.9,59970,01100000_00110010,1.6223652362823486,_M_00004,1
17978,121.61,3.453,406.3,87.6,59970,01100000_00110010,1.6390316486358643,_M_00004,1
17979,121.61,3.453,406.3,87.6,59970,01100000_00110010,1.6556382179260254,_M_00004,1
17980,121.61,3.453,406.3,87.6,59970,01100000_00110010,1.6721868515014648,_M_00004,1
17981,121.61,3.453,406.3,87.6,59970,01100000_00110010,1.689704179763794,_M_00004,1
17982,121.59,3.442,405.2,87.6,59970,01100000_00110010,1.7063331604003906,_M_00004,1
17983,121.59,3.442,405.2,87.6,59970,01100000_00110010,1.723289966583252,_M_00004,1
17984,121.59,3.442,405.2,87.6,59970,01100000_00110010,1.7400743961334229,_M_00004,1
17985,121.59,3.442,405.2,87.6,59970,01100000_00110010,1.7556915283203125,_M_00004,1
17986,121.57,3.484,410.0,87.4,59994,01100000_00110010,1.7725462913513184,_M_00004,1
17987,121.57,3.484,410.0,87.4,59994,01100000_00110010,1.788994312286377,_M_00004,1
17988,121.57,3.484,410.0,87.4,59994,01100000_00110010,1.8067748546600342,_M_00004,1
17989,121.57,3.484,410.0,87.4,59994,01100000_00110010,1.8223071098327637,_M_00004,1
17990,121.59,3.459,407.0,87.4,60020,01100000_00110010,1.8389747142791748,_M_00004,1
17991,121.59,3.459,407.0,87.4,60020,01100000_00110010,1.8555841445922852,_M_00004,1
17992,121.59,3.459,407.0,87.4,60020,01100000_00110010,1.8733327388763428,_M_00004,1
17993,121.59,3.459,407.0,87.4,60020,01100000_00110010,1.8889122009277344,_M_00004,1
17994,121.59,3.457,406.8,87.0,60020,01100000_00110010,1.906019926071167,_M_00004,1
17995,121.59,3.457,406.8,87.0,60020,01100000_00110010,1.922215461730957,_M_00004,1
17996,121.59,3.457,406.8,87.0,60020,01100000_00110010,1.9400029182434082,_M_00004,1
17997,121.59,3.457,406.8,87.0,60020,01100000_00110010,1.955246925354004,_M_00004,1
17998,121.59,3.426,403.2,87.1,60020,01100000_00110010,1.9730160236358643,_M_00004,1
17999,121.59,3.426,403.2,87.1,60020,01100000_00110010,1.98891019821167,_M_00004,1
17760,121.59,3.426,403.2,87.1,60020,01100000_00110010,2.0068585872650146,_M_00004,2
17761,121.59,3.426,403.2,87.1,60020,01100000_00110010,2.0222558975219727,_M_00004,2
17762,121.59,3.444,405.3,87.6,60020,01100000_00110010,2.0397427082061768,_M_00004,2
17763,121.59,3.444,405.3,87.6,60020,01100000_00110010,2.05574107170105,_M_00004,2
17764,121.59,3.444,405.3,87.6,60020,01100000_00110010,2.0718319416046143,_M_00004,2
17765,121.59,3.444,405.3,87.6,60020,01100000_00110010,2.088913679122925,_M_00004,2
17766,121.57,3.444,405.5,86.4,60020,01100000_00110010,2.1066768169403076,_M_00004,2
17767,121.57,3.444,405.5,86.4,60020,01100000_00110010,2.1221983432769775,_M_00004,2
17768,121.57,3.444,405.5,86.4,60020,01100000_00110010,2.140007495880127,_M_00004,2
17769,121.57,3.444,405.5,86.4,60020,01100000_00110010,2.1554949283599854,_M_00004,2
17770,121.61,3.415,401.8,87.6,60020,01100000_00110010,2.1730010509490967,_M_00004,2
17771,121.61,3.415,401.8,87.6,60020,01100000_00110010,2.1899614334106445,_M_00004,2
17772,121.61,3.415,401.8,87.6,60020,01100000_00110010,2.2059054374694824,_M_00004,2
17773,121.61,3.415,401.8,87.6,60020,01100000_00110010,2.222846269607544,_M_00004,2
17774,121.57,3.461,407.4,87.3,59994,01100000_00110010,2.238802194595337,_M_00004,2
17775,121.57,3.461,407.4,87.3,59994,01100000_00110010,2.2559690475463867,_M_00004,2
17776,121.57,3.461,407.4,87.3,59994,01100000_00110010,2.272162675857544,_M_00004,2
17777,121.57,3.461,407.4,87.3,59994,01100000_00110010,2.2900402545928955,_M_00004,2
17778,121.61,3.457,406.8,87.6,59994,01100000_00110010,2.3053059577941895,_M_00004,2
17779,121.61,3.457,406.8,87.6,59994,01100000_00110010,2.3225865364074707,_M_00004,2
17780,121.61,3.457,406.8,87.6,59994,01100000_00110010,2.3388006687164307,_M_00004,2
17781,121.61,3.457,406.8,87.6,59994,01100000_00110010,2.3567404747009277,_M_00004,2
17782,121.59,3.451,406.2,86.9,59994,01100000_00110010,2.3719561100006104,_M_00004,2
17783,121.59,3.451,406.2,86.9,59994,01100000_00110010,2.3891215324401855,_M_00004,2
17784,121.59,3.451,406.2,86.9,59994,01100000_00110010,2.4058313369750977,_M_00004,2
17785,121.59,3.451,406.2,86.9,59994,01100000_00110010,2.4221019744873047,_M_00004,2
17786,121.57,3.436,404.2,87.7,60020,01100000_00110010,2.4400289058685303,_M_00004,2
17787,121.57,3.436,404.2,87.7,60020,01100000_00110010,2.4553744792938232,_M_00004,2
17788,121.57,3.436,404.2,87.7,60020,01100000_00110010,2.4730827808380127,_M_00004,2
17789,121.57,3.436,404.2,87.7,60020,01100000_00110010,2.489748477935791,_M_00004,2
17790,121.59,3.469,408.4,87.2,60020,01100000_00110010,2.506452798843384,_M_00004,2
17791,121.59,3.469,408.4,87.2,60020,01100000_00110010,2.522672653198242,_M_00004,2
17792,121.59,3.469,408.4,87.2,60020,01100000_00110010,2.5394396781921387,_M_00004,2
17793,121.59,3.469,408.4,87.2,60020,01100000_00110010,2.555368423461914,_M_00004,2
17794,121.57,3.453,406.1,88.3,59994,01100000_00110010,2.573106527328491,_M_00004,2
17795,121.57,3.453,406.1,88.3,59994,01100000_00110010,2.589735746383667,_M_00004,2
17796,121.57,3.453,406.1,88.3,59994,01100000_00110010,2.6060049533843994,_M_00004,2
17797,121.57,3.453,406.1,88.3,59994,01100000_00110010,2.6222140789031982,_M_00004,2
17798,121.61,3.461,407.4,87.1,59970,01100000_00110010,2.640077590942383,_M_00004,2
17799,121.61,3.461,407.4,87.1,59970,01100000_00110010,2.6558315753936768,_M_00004,2
17800,121.61,3.461,407.4,87.1,59970,01100000_00110010,2.672011613845825,_M_00004,2
17801,121.61,3.461,407.4,87.1,59970,01100000_00110010,2.6897945404052734,_M_00004,2
17802,121.59,3.421,402.7,86.6,59970,01100000_00110010,2.7065036296844482,_M_00004,2
17803,121.59,3.421,402.7,86.6,59970,01100000_00110010,2.722465753555298,_M_00004,2
17804,121.59,3.421,402.7,86.6,59970,01100000_00110010,2.7391669750213623,_M_00004,2
17805,121.59,3.421,402.7,86.6,59970,01100000_00110010,2.7561166286468506,_M_00004,2
17806,121.61,3.434,404.2,87.4,59970,01100000_00110010,2.7721056938171387,_M_00004,2
17807,121.61,3.434,404.2,87.4,59970,01100000_00110010,2.7897353172302246,_M_00004,2
17808,121.61,3.434,404.2,87.4,59970,01100000_00110010,2.806163787841797,_M_00004,2
17809,121.61,3.434,404.2,87.4,59970,01100000_00110010,2.8230888843536377,_M_00004,2
17810,121.59,3.453,406.4,87.2,59970,01100000_00110010,2.840301990509033,_M_00004,2
17811,121.59,3.453,406.4,87.2,59970,01100000_00110010,2.8551642894744873,_M_00004,2
17812,121.59,3.453,406.4,87.2,59970,01100000_00110010,2.872962474822998,_M_00004,2
17813,121.59,3.453,406.4,87.2,59970,01100000_00110010,2.8900370597839355,_M_00004,2
17814,121.59,3.428,403.4,87.6,59970,01100000_00110010,2.9059207439422607,_M_00004,2
17815,121.59,3.428,403.4,87.6,59970,01100000_00110010,2.9231109619140625,_M_00004,2
17816,121.59,3.428,403.4,87.6,59970,01100000_00110010,2.939636707305908,_M_00004,2
17817,121.59,3.428,403.4,87.6,59970,01100000_00110010,2.9566633701324463,_M_00004,2
17818,121.61,3.474,408.8,87.8,59994,01100000_00110010,2.9735920429229736,_M_00004,2
17819,121.61,3.474,408.8,87.8,59994,01100000_00110010,2.989315986633301,_M_00004,2
17820,121.61,3.474,408.8,87.8,59994,01100000_00110010,3.0063180923461914,_M_00004,2
17821,121.61,3.474,408.8,87.8,59994,01100000_00110010,3.023013114929199,_M_00004,2
17822,121.59,3.442,405.2,87.2,60020,01100000_00110010,3.038954973220825,_M_00004,2
17823,121.59,3.442,405.2,87.2,60020,01100000_00110010,3.0558996200561523,_M_00004,2
17824,121.59,3.442,405.2,87.2,60020,01100000_00110010,3.0725796222686768,_M_00004,2
17825,121.59,3.442,405.2,87.2,60020,01100000_00110010,3.0884814262390137,_M_00004,2
17826,121.62,3.428,403.5,87.0,59994,01100000_00110010,3.1054248809814453,_M_00004,2
17827,121.62,3.428,403.5,87.0,59994,01100000_00110010,3.1223697662353516,_M_00004,2
17828,121.62,3.428,403.5,87.0,59994,01100000_00110010,3.1392300128936768,_M_00004,2
17829,121.62,3.428,403.5,87.0,59994,01100000_00110010,3.1559507846832275,_M_00004,2
17830,121.61,3.471,408.6,88.0,59970,01100000_00110010,3.1725709438323975,_M_00004,2
17831,121.61,3.471,408.6,88.0,59970,01100000_00110010,3.188964605331421,_M_00004,2
17832,121.61,3.471,408.6,88.0,59970,01100000_00110010,3.2056596279144287,_M_00004,2
17833,121.61,3.471,408.6,88.0,59970,01100000_00110010,3.2223522663116455,_M_00004,2
17834,121.61,3.44,404.8,86.9,59970,01100000_00110010,3.239337682723999,_M_00004,2
17835,121.61,3.44,404.8,86.9,59970,01100000_00110010,3.256291627883911,_M_00004,2
17836,121.61,3.44,404.8,86.9,59970,01100000_00110010,3.2732369899749756,_M_00004,2
17837,121.61,3.44,404.8,86.9,59970,01100000_00110010,3.2893435955047607,_M_00004,2
17838,121.62,3.446,405.7,87.3,59994,01100000_00110010,3.306051731109619,_M_00004,2
17839,121.62,3.446,405.7,87.3,59994,01100000_00110010,3.322685480117798,_M_00004,2
17840,121.62,3.446,405.7,87.3,59994,01100000_00110010,3.339536666870117,_M_00004,2
17841,121.62,3.446,405.7,87.3,59994,01100000_00110010,3.356041431427002,_M_00004,2
17842,121.59,3.449,405.8,86.9,60020,01100000_00110010,3.372692108154297,_M_00004,2
17843,121.59,3.449,405.8,86.9,60020,01100000_00110010,3.3895578384399414,_M_00004,2
17844,121.59,3.449,405.8,86.9,60020,01100000_00110010,3.405517101287842,_M_00004,2
17845,121.59,3.449,405.8,86.9,60020,01100000_00110010,3.422555923461914,_M_00004,2
17846,121.59,3.469,408.4,87.4,60020,01100000_00110010,3.439404010772705,_M_00004,2
17847,121.59,3.469,408.4,87.4,60020,01100000_00110010,3.4560697078704834,_M_00004,2
17848,121.59,3.469,408.4,87.4,60020,01100000_00110010,3.4728736877441406,_M_00004,2
17849,121.59,3.469,408.4,87.4,60020,01100000_00110010,3.489647626876831,_M_00004,2
17850,121.61,3.434,404.1,87.1,60020,01100000_00110010,3.50651216506958,_M_00004,2
17851,121.61,3.434,404.1,87.1,60020,01100000_00110010,3.5229930877685547,_M_00004,2
17852,121.61,3.434,404.1,87.1,60020,01100000_00110010,3.539886474609375,_M_00004,2
17853,121.61,3.434,404.1,87.1,60020,01100000_00110010,3.556312322616577,_M_00004,2
17854,121.61,3.474,409.1,87.1,59994,01100000_00110010,3.5732128620147705,_M_00004,2
17855,121.61,3.474,409.1,87.1,59994,01100000_00110010,3.5898125171661377,_M_00004,2
17856,121.61,3.474,409.1,87.1,59994,01100000_00110010,3.6066036224365234,_M_00004,2
17857,121.61,3.474,409.1,87.1,59994,01100000_00110010,3.622921943664551,_M_00004,2
17858,121.59,3.471,408.6,88.1,59970,01100000_00110010,3.6391186714172363,_M_00004,2
17859,121.59,3.471,408.6,88.1,59970,01100000_00110010,3.6560745239257812,_M_00004,2
17860,121.59,3.471,408.6,88.1,59970,01100000_00110010,3.6729249954223633,_M_00004,2
17861,121.59,3.471,408.6,88.1,59970,01100000_00110010,3.690143585205078,_M_00004,2
17862,121.61,3.436,404.4,86.9,59970,01100000_00110010,3.706159830093384,_M_00004,2
17863,121.61,3.436,404.4,86.9,59970,01100000_00110010,3.723207473754883,_M_00004,2
17864,121.61,3.436,404.4,86.9,59970,01100000_00110010,3.739981174468994,_M_00004,2
17865,121.61,3.436,404.4,86.9,59970,01100000_00110010,3.7554092407226562,_M_00004,2
17866,121.59,3.469,408.3,88.2,59970,01100000_00110010,3.773329973220825,_M_00004,2
17867,121.59,3.469,408.3,88.2,59970,01100000_00110010,3.7897896766662598,_M_00004,2
17868,121.59,3.469,408.3,88.2,59970,01100000_00110010,3.806661367416382,_M_00004,2
17869,121.59,3.469,408.3,88.2,59970,01100000_00110010,3.822492837905884,_M_00004,2
17870,121.59,3.449,405.9,86.9,59970,01100000_00110010,3.839407444000244,_M_00004,2
17871,121.59,3.449,405.9,86.9,59970,01100000_00110010,3.8561625480651855,_M_00004,2
17872,121.59,3.449,405.9,86.9,59970,01100000_00110010,3.873105049133301,_M_00004,2
17873,121.59,3.449,405.9,86.9,59970,01100000_00110010,3.8890578746795654,_M_00004,2
17874,121.59,3.438,404.6,87.9,59970,01100000_00110010,3.906085729598999,_M_00004,2
17875,121.59,3.438,404.6,87.9,59970,01100000_00110010,3.9227046966552734,_M_00004,2
17876,121.59,3.438,404.6,87.9,59970,01100000_00110010,3.9394307136535645,_M_00004,2
17877,121.59,3.438,404.6,87.9,59970,01100000_00110010,3.9560933113098145,_M_00004,2
17878,121.61,3.457,407.0,86.6,59994,01100000_00110010,3.972830057144165,_M_00004,2
17879,121.61,3.457,407.0,86.6,59994,01100000_00110010,3.9896934032440186,_M_00004,2
17640,121.61,3.457,407.0,86.6,59994,01100000_00110010,4.005648374557495,_M_00004,3
17641,121.61,3.457,407.0,86.6,59994,01100000_00110010,4.022600412368774,_M_00004,3
17642,121.59,3.463,407.6,88.3,60020,01100000_00110010,4.039015293121338,_M_00004,3
17643,121.59,3.463,407.6,88.3,60020,01100000_00110010,4.055117130279541,_M_00004,3
17644,121.59,3.463,407.6,88.3,60020,01100000_00110010,4.0731425285339355,_M_00004,3
17645,121.59,3.463,407.6,88.3,60020,01100000_00110010,4.0893120765686035,_M_00004,3
17646,121.61,3.442,405.1,87.3,59994,01100000_00110010,4.106104850769043,_M_00004,3
17647,121.61,3.442,405.1,87.3,59994,01100000_00110010,4.1223554611206055,_M_00004,3
17648,121.61,3.442,405.1,87.3,59994,01100000_00110010,4.140397548675537,_M_00004,3
17649,121.61,3.442,405.1,87.3,59994,01100000_00110010,4.155890703201294,_M_00004,3
17650,121.61,3.444,405.3,88.0,59970,01100000_00110010,4.1727800369262695,_M_00004,3
17651,121.61,3.444,405.3,88.0,59970,01100000_00110010,4.189518451690674,_M_00004,3
17652,121.61,3.444,405.3,88.0,59970,01100000_00110010,4.206382989883423,_M_00004,3
17653,121.61,3.444,405.3,88.0,59970,01100000_00110010,4.2229485511779785,_M_00004,3
17654,121.64,3.459,407.3,87.1,59970,01100000_00110010,4.239805459976196,_M_00004,3
17655,121.64,3.459,407.3,87.1,59970,01100000_00110010,4.256494998931885,_M_00004,3
17656,121.64,3.459,407.3,87.1,59970,01100000_00110010,4.2725465297698975,_M_00004,3
17657,121.64,3.459,407.3,87.1,59970,01100000_00110010,4.289179801940918,_M_00004,3
17658,121.61,3.426,403.2,87.2,59970,01100000_00110010,4.306180238723755,_M_00004,3
17659,121.61,3.426,403.2,87.2,59970,01100000_00110010,4.322291612625122,_M_00004,3
17660,121.61,3.426,403.2,87.2,59970,01100000_00110010,4.340106248855591,_M_00004,3
17661,121.61,3.426,403.2,87.2,59970,01100000_00110010,4.356141090393066,_M_00004,3
17662,121.61,3.471,408.7,87.2,59970,01100000_00110010,4.372875928878784,_M_00004,3
17663,121.61,3.471,408.7,87.2,59970,01100000_00110010,4.389562368392944,_M_00004,3
17664,121.61,3.471,408.7,87.2,59970,01100000_00110010,4.406436204910278,_M_00004,3
17665,121.61,3.471,408.7,87.2,59970,01100000_00110010,4.422701835632324,_M_00004,3
17666,121.64,3.426,403.3,86.8,60020,01100000_00110010,4.439564228057861,_M_00004,3
17667,121.64,3.426,403.3,86.8,60020,01100000_00110010,4.456413984298706,_M_00004,3
17668,121.64,3.426,403.3,86.8,60020,01100000_00110010,4.472363233566284,_M_00004,3
17669,121.64,3.426,403.3,86.8,60020,01100000_00110010,4.489307165145874,_M_00004,3
17670,121.64,3.407,401.0,87.6,60020,01100000_00110010,4.506251335144043,_M_00004,3
17671,121.64,3.407,401.0,87.6,60020,01100000_00110010,4.523195743560791,_M_00004,3
17672,121.64,3.407,401.0,87.6,60020,01100000_00110010,4.54006552696228,_M_00004,3
17673,121.64,3.407,401.0,87.6,60020,01100000_00110010,4.555779695510864,_M_00004,3
17674,121.64,3.461,407.5,87.9,59994,01100000_00110010,4.572880268096924,_M_00004,3
17675,121.64,3.461,407.5,87.9,59994,01100000_00110010,4.589444160461426,_M_00004,3
17676,121.64,3.461,407.5,87.9,59994,01100000_00110010,4.60623025894165,_M_00004,3
17677,121.64,3.461,407.5,87.9,59994,01100000_00110010,4.621933937072754,_M_00004,3
17678,121.64,3.426,403.5,86.4,59994,01100000_00110010,4.639397382736206,_M_00004,3
17679,121.64,3.426,403.5,86.4,59994,01100000_00110010,4.656154632568359,_M_00004,3
17680,121.64,3.426,403.5,86.4,59994,01100000_00110010,4.6729371547698975,_M_00004,3
17681,121.64,3.426,403.5,86.4,59994,01100000_00110010,4.6898720264434814,_M_00004,3
17682,121.64,3.457,406.9,87.1,59970,01100000_00110010,4.706324338912964,_M_00004,3
17683,121.64,3.457,406.9,87.1,59970,01100000_00110010,4.722717046737671,_M_00004,3
17684,121.64,3.457,406.9,87.1,59970,01100000_00110010,4.739555835723877,_M_00004,3
17685,121.64,3.457,406.9,87.1,59970,01100000_00110010,4.7563159465789795,_M_00004,3
17686,121.64,3.438,404.8,87.4,59970,01100000_00110010,4.773181200027466,_M_00004,3
17687,121.64,3.438,404.8,87.4,59970,01100000_00110010,4.789900541305542,_M_00004,3
17688,121.64,3.438,404.8,87.4,59970,01100000_00110010,4.806640386581421,_M_00004,3
17689,121.64,3.438,404.8,87.4,59970,01100000_00110010,4.8222832679748535,_M_00004,3
17690,121.64,3.478,409.5,87.2,60020,01100000_00110010,4.839956045150757,_M_00004,3
17691,121.64,3.478,409.5,87.2,60020,01100000_00110010,4.856570482254028,_M_00004,3
17692,121.64,3.478,409.5,87.2,60020,01100000_00110010,4.8731184005737305,_M_00004,3
17693,121.64,3.478,409.5,87.2,60020,01100000_00110010,4.889930725097656,_M_00004,3
17694,121.62,3.428,403.6,86.9,59994,01100000_00110010,4.906656742095947,_M_00004,3
17695,121.62,3.428,403.6,86.9,59994,01100000_00110010,4.92238450050354,_M_00004,3
17696,121.62,3.428,403.6,86.9,59994,01100000_00110010,4.939105749130249,_M_00004,3
17697,121.62,3.428,403.6,86.9,59994,01100000_00110010,4.955792665481567,_M_00004,3
17698,121.68,3.415,401.8,88.0,59970,01100000_00110010,4.972624778747559,_M_00004,3
