,volts,amps,power,sysstatus,timestamp,M_ID,cycle
910,13.46,-0.006,-0.1,10100000_00000000,0.01202702522277832,_M_00006,1
911,13.46,-0.012,-0.2,10100000_00000000,0.03393745422363281,_M_00006,1
912,13.46,-0.008,-0.1,10100000_00000000,0.06203794479370117,_M_00006,1
913,13.46,-0.008,-0.1,10100000_00000000,0.08997368812561035,_M_00006,1
914,13.46,-0.01,-0.1,10100000_00000000,0.11902165412902832,_M_00006,1
915,13.46,-0.01,-0.1,10100000_00000000,0.14713406562805176,_M_00006,1
916,13.46,-0.008,-0.1,10100000_00000000,0.1761016845703125,_M_00006,1
917,13.46,-0.006,-0.1,10100000_00000000,0.2041006088256836,_M_00006,1
918,13.46,-0.008,-0.1,10100000_00000000,0.23302674293518066,_M_00006,1
919,13.46,-0.01,-0.1,10100000_00000000,0.262101411819458,_M_00006,1
920,13.46,-0.008,-0.1,10100000_00000000,0.29009318351745605,_M_00006,1
921,13.46,-0.01,-0.1,10100000_00000000,0.31910157203674316,_M_00006,1
922,13.46,-0.012,-0.1,10100000_00000000,0.34709620475769043,_M_00006,1
923,13.46,-0.008,-0.1,10100000_00000000,0.37602663040161133,_M_00006,1
924,13.46,-0.012,-0.2,10100000_00000000,0.4040262699127197,_M_00006,1
925,13.46,-0.01,-0.1,10100000_00000000,0.43311500549316406,_M_00006,1
926,13.46,-0.01,-0.1,10100000_00000000,0.4621009826660156,_M_00006,1
927,13.46,-0.01,-0.1,10100000_00000000,0.490095853805542,_M_00006,1
928,13.46,-0.008,-0.1,10100000_00000000,0.5191056728363037,_M_00006,1
929,13.46,-0.008,-0.1,10100000_00000000,0.5470285415649414,_M_00006,1
930,13.46,-0.012,-0.1,10100000_00000000,0.576026439666748,_M_00006,1
931,13.46,-0.01,-0.1,10100000_00000000,0.6040890216827393,_M_00006,1
932,13.46,-0.01,-0.1,10100000_00000000,0.6330971717834473,_M_00006,1
933,13.46,-0.008,-0.1,10100000_00000000,0.6621050834655762,_M_00006,1
934,13.48,-0.012,-0.1,10100000_00000000,0.6900882720947266,_M_00006,1
935,13.46,-0.008,-0.1,10100000_00000000,0.719029426574707,_M_00006,1
936,13.46,-0.008,-0.1,10100000_00000000,0.7470262050628662,_M_00006,1
937,13.46,-0.008,-0.1,10100000_00000000,0.7762763500213623,_M_00006,1
938,13.46,-0.008,-0.1,10100000_00000000,0.804046630859375,_M_00006,1
939,13.46,-0.01,-0.1,10100000_00000000,0.8330874443054199,_M_00006,1
940,13.46,-0.008,-0.1,10100000_00000000,0.8620879650115967,_M_00006,1
941,13.46,-0.01,-0.1,10100000_00000000,0.8900306224822998,_M_00006,1
942,13.46,-0.01,-0.1,10100000_00000000,0.9190332889556885,_M_00006,1
943,13.46,0.008,-0.1,11100000_00000000,0.9470870494842529,_M_00006,1
944,13.46,-0.008,-0.1,10100000_00000000,0.9760866165161133,_M_00006,1
945,13.46,-0.008,-0.1,10100000_00000000,1.004049301147461,_M_00006,1
946,13.46,-0.006,-0.1,10100000_00000000,1.0330491065979004,_M_00006,1
947,13.46,-0.01,-0.1,10100000_00000000,1.0620348453521729,_M_00006,1
